phrase_name,tag_CK,count_CK,tag_j,count_j,total_count_CK,total_count_j,modified_count,modified_tag
舉國上下,Naea,0,l,47,0,47,4,l
舉國之力,Nad,0,l,3,0,3,0,l
舉家,Dh,13,n,114,13,114,23,n
舉手,VA4,61,v,389,61,389,93,v
舉手之勞,Nad,7,i,37,7,37,10,i
舉手投足,Nad,10,i,50,10,50,14,i
舉措,Nad,9,v,754,9,754,83,v
舉杯,VA4,9,n,190,9,190,27,n
舉案齊眉,VA4,0,i,15,0,15,1,i
舉棋不定,VH11,0,i,53,0,53,5,i
舉槍,VA4,5,n,3,5,3,4,n
舉止,Nad,50,v,511,50,511,96,v
舉步,Dh,0,v,97,0,97,9,v
舉步維艱,VH11,2,l,38,2,38,5,l
舉火,VA4,0,v,3,0,3,0,v
舉燭,VA4,0,n,3,0,3,0,n
舉發,"Nv1, VC2","0, 28",v,14,28,14,27,v
舉目,Dh,5,n,100,5,100,14,n
舉目可見,VH11,0,i,3,0,3,0,i
舉目無親,VH11,5,i,26,5,26,7,i
舉箸,VA4,0,vn,3,0,3,0,vn
舉薦,"Nv1, VF2","0, 0",v,192,0,192,38,v
舉行,"Nv1, VC31","0, 1178",v,17900,1178,17900,4640,v
舉要,VA4,0,v,12,0,12,1,v
舉起,VC31,54,v,200,54,200,68,v
舉足輕重,VH11,28,i,209,28,209,46,i
舉辦,"Nv1, VC2","0, 1057",v,3541,1057,3541,1659,v
舉重,Nad,15,v,155,15,155,29,v
舉頭,VA4,4,v,33,4,33,6,v
舊,VH11,552,a,6655,552,6655,1162,a
舊事,Nac,6,n,138,6,138,19,n
舊交,Nab,0,b,24,0,24,2,b
舊人,Nab,2,n,87,2,87,10,n
舊作,Nab,7,n,20,7,20,8,n
舊例,Nac,0,n,19,0,19,1,n
舊俗,Nac,0,n,41,0,41,4,n
舊債,Naeb,0,n,3,0,3,0,n
舊制,Nac,6,n,326,6,326,38,n
舊創,Nac,2,n,3,2,3,2,n
舊友,Nab,0,n,36,0,36,3,n
舊地,Ncb,6,n,60,6,60,11,n
舊地重遊,VA4,0,n,14,0,14,1,n
舊址,Ncb,20,n,1438,20,1438,161,n
舊夢重溫,VA4,0,n,3,0,3,0,n
舊大陸,"Nab, Nca","0, 0",ns,27,0,27,5,ns
舊家,Ncb,0,n,3,0,3,0,n
舊居,Ncb,4,n,68,4,68,10,n
舊屬,Nab,3,n,3,3,3,3,n
舊年,"Ndabe, Ndda","0, 0",t,45,0,45,9,t
舊式,A,29,n,100,29,100,36,n
舊思想,Nad,0,n,3,0,3,0,n
舊恨新愁,Nad,0,i,3,0,3,0,i
舊恩,Nad,0,n,3,0,3,0,n
舊情,Nad,6,n,73,6,73,12,n
舊情綿綿,VH11,1,l,3,1,3,1,l
舊惡,Nac,0,n,3,0,3,0,n
舊戲,Nac,0,n,3,0,3,0,n
舊故,Nab,0,n,3,0,3,0,n
舊教,Nac,3,n,9,3,9,3,n
舊教徒,Nab,0,n,3,0,3,0,n
舊日,Ndda,0,t,167,0,167,16,t
舊時,Ndda,0,t,175,0,175,17,t
舊曆,Nad,6,t,20,6,20,7,t
舊曆年,Ndabf,0,t,8,0,8,0,t
舊書,Nab,20,n,20,20,20,20,n
舊書攤,Ncb,4,n,4,4,4,4,n
舊案,Nac,1,n,4,1,4,1,n
舊業,Nac,1,n,15,1,15,2,n
舊歡,Nab,0,n,3,0,3,0,n
舊法,Nac,5,n,3,5,3,4,n
舊疾復發,VH11,3,i,3,3,3,3,i
舊知,Nab,0,n,3,0,3,0,n
舊石器,A,6,n,51,6,51,10,n
舊石器時代,Ndaaa,0,t,247,0,247,24,t
舊稱,"Nac, VG1","3, 5",n,3,8,3,7,n
舊約,Nba,8,n,61,8,61,13,n
舊約全書,Nab,0,n,3,0,3,0,n
舊習,Nac,1,n,21,1,21,3,n
舊衣,Nab,2,n,3,2,3,2,n
舊衣服,Nab,0,n,3,0,3,0,n
舊觀,Nad,1,n,10,1,10,1,n
舊言,Nac,0,n,3,0,3,0,n
舊詩,Nac,3,n,31,3,31,5,n
舊調重彈,VA4,2,n,3,2,3,2,n
舊貨攤,Ncb,1,l,6,1,6,1,l
舊賬,Naeb,0,n,13,0,13,1,n
舊道德,Nad,2,ns,3,2,3,2,ns
舊部,Nab,2,n,136,2,136,15,n
舊都,Ncb,1,ns,31,1,31,4,ns
舊鄉,Nab,0,n,3,0,3,0,n
舊金山,Nca,150,ns,238,150,238,158,ns
舊金山市,Nca,3,ns,4,3,4,3,ns
舊金山灣,Nca,7,ns,3,7,3,6,ns
舊雨新知,Naeb,4,i,3,4,3,3,i
舌,b,0,n,1282,0,1282,128,n
舌下,Ncc,1,n,3,1,3,1,n
舌乾脣焦,VH11,0,i,3,0,3,0,i
舌前,Ncc,0,v,3,0,3,0,v
舌尖,Ncb,3,n,107,3,107,13,n
舌後,Ncc,0,n,3,0,3,0,n
舌戰,"Nac, VC2","0, 2",n,78,2,78,17,n
舌敝脣焦,VH11,0,i,3,0,3,0,i
舌根,Ncb,3,n,31,3,31,5,n
舌炎,Naa,0,n,4,0,4,0,n
舌燦蓮花,Nad,0,z,3,0,3,0,z
舌狀,Nad,3,n,3,3,3,3,n
舌癌,Nad,0,n,2,0,2,0,n
舌端,Ncc,0,n,3,0,3,0,n
舌苔,Naa,2,n,104,2,104,12,n
舌葉,Nab,0,n,3,0,3,0,n
舌鋒,Nad,0,n,3,0,3,0,n
舌門,Nab,0,n,3,0,3,0,n
舌面,Ncc,0,n,3,0,3,0,n
舌音,Nac,0,n,2,0,2,0,n
舌頭,Nab,46,n,902,46,902,131,n
舌骨,Nab,0,n,3,0,3,0,n
舍,!Ncb,0,v,1477,0,1477,147,v
舍下,Ncb,0,v,76,0,76,7,v
舍人,Nab,1,nrt,240,1,240,24,nrt
舍利,Nab,0,nrt,104,0,104,10,nrt
舍利子,Nab,2,n,15,2,15,3,n
舍妹,Nhac,0,n,3,0,3,0,n
舍弟,Nhac,0,n,3,0,3,0,n
舍監,Nab,1,n,27,1,27,3,n
舍親,Nhac,0,n,7,0,7,0,n
舍間,Nhac,0,n,12,0,12,1,n
舐,VC2,2,vg,153,2,153,17,vg
舐犢情深,VH11,0,i,5,0,5,0,i
舒,VC31,11,zg,491,11,491,59,zg
舒伯特,Nba,6,nr,24,6,24,7,nr
舒坦,VH11,7,a,111,7,111,17,a
舒展,VH16,11,vn,227,11,227,32,vn
舒張,VC2,2,a,132,2,132,15,a
舒心,VH11,2,a,71,2,71,8,a
舒捲,VA11,1,nr,13,1,13,2,nr
舒捲自如,VH11,0,nr,3,0,3,0,nr
舒暢,VH21,27,a,298,27,298,54,a
舒服,VH21,208,a,1144,208,1144,301,a
舒泰,VH11,1,nr,17,1,17,2,nr
舒活筋骨,VA4,0,l,3,0,3,0,l
舒筋活血,VA4,0,l,12,0,12,1,l
舒緩,VC2,8,a,103,8,103,17,a
舒適,VH11,142,a,642,142,642,192,a
舒閒,VH11,0,a,3,0,3,0,a
舔,VC2,12,v,342,12,342,45,v
舔乾淨,VB12,0,z,3,0,3,0,z
舔掉,VC2,0,v,3,0,3,0,v
舔食,VC31,0,v,6,0,6,0,v
舖,b,0,zg,6,0,6,0,zg
舛,b,0,zg,94,0,94,9,zg
舛誤,Nac,0,n,4,0,4,0,n
舛謬,Nac,0,n,3,0,3,0,n
舛錯,Nac,1,n,3,1,3,1,n
舛雜,VH11,0,n,3,0,3,0,n
舛駁,VH11,0,n,3,0,3,0,n
舜,Nba,24,g,377,24,377,59,g
舞,"Nac, VC2","96, 37",v,2725,133,2725,664,v
舞伴,Nab,1,n,31,1,31,4,n
舞刀弄槍,VA4,0,i,3,0,3,0,i
舞動,"Nv1, VC2","0, 11",n,206,11,206,51,n
舞場,Ncb,6,n,19,6,19,7,n
舞女,Nab,4,n,67,4,67,10,n
舞姿,Nad,4,n,66,4,66,10,n
舞娘,Nab,0,n,3,0,3,0,n
舞孃,Nab,2,vn,3,2,3,2,vn
舞客,Nab,0,n,3,0,3,0,n
舞廳,Ncb,25,n,108,25,108,33,n
舞弄,VC2,3,v,22,3,22,4,v
舞弄文墨,VA4,0,i,3,0,3,0,i
舞弊,"Nv4, VA4","0, 9",n,84,9,84,24,n
舞態,Nad,0,n,3,0,3,0,n
舞技,Nad,5,n,2,5,2,4,n
舞文弄墨,VA4,2,i,12,2,12,3,i
舞文弄法,VA4,0,i,3,0,3,0,i
舞星,Nab,2,n,3,2,3,2,n
舞曲,Nac,15,n,143,15,143,27,n
舞會,Nac,81,n,116,81,116,84,n
舞步,Nad,17,n,63,17,63,21,n
舞池,Ncb,0,n,24,0,24,2,n
舞獅,VA4,20,n,16,20,16,19,n
舞臺,Ncb,23,n,1981,23,1981,218,n
舞臺劇,Nac,7,n,46,7,46,10,n
舞臺效果,Nad,0,n,3,0,3,0,n
舞臺藝術,Nad,0,n,3,0,3,0,n
舞起來,VA4,0,v,3,0,3,0,v
舞蹈,Nad,230,n,2030,230,2030,410,n
舞蹈家,Nab,7,n,80,7,80,14,n
舞蹈社,Ncb,11,nt,3,11,3,10,nt
舞蹈系,Ncb,7,n,4,7,4,6,n
舞迷,Nab,0,n,3,0,3,0,n
舞鞋,Nab,1,n,6,1,6,1,n
舞龍,VA4,5,n,7,5,7,5,n
舟,b,0,ns,985,0,985,98,ns
舟山,Nca,28,ns,175,28,175,42,ns
舟山群島,Nca,2,ns,3,2,3,2,ns
舟楫,Naeb,0,n,34,0,34,3,n
舟艦,Nab,0,n,3,0,3,0,n
舟車,Naeb,1,n,26,1,26,3,n
舟車勞頓,VH11,1,ns,4,1,4,1,ns
舢板,Nab,4,n,122,4,122,15,n
舨,Nab,0,x,24,0,24,2,x
航,b,0,n,1072,0,1072,107,n
航向,Nad,2,n,200,2,200,21,n
航器,Nab,0,n,3,0,3,0,n
航圖,Nac,1,n,3,1,3,1,n
航委會,Ncb,0,nt,3,0,3,0,nt
航政,Nad,1,n,3,1,3,1,n
航政司,Ncb,0,n,3,0,3,0,n
航政局,Nca,0,nt,3,0,3,0,nt
航業,Nad,0,n,3,0,3,0,n
航業公司,Ncb,0,n,3,0,3,0,n
航權,Nad,45,n,19,45,19,42,n
航次,Nac,8,n,23,8,23,9,n
航海,VA4,35,n,2056,35,2056,237,n
航海家,Nab,5,n,123,5,123,16,n
航海曆,Nab,0,n,3,0,3,0,n
航海機,Nab,0,n,3,0,3,0,n
航界,Ncb,0,n,3,0,3,0,n
航程,Nad,12,n,462,12,462,57,n
航空,Nad,303,n,6021,303,6021,874,n
航空公司,Ncb,0,n,96,0,96,9,n
航空器,Nab,1,n,102,1,102,11,n
航空工程,Nac,0,n,3,0,3,0,n
航空母艦,Nab,7,n,631,7,631,69,n
航空法,Nac,2,n,3,2,3,2,n
航空界,Ncb,1,n,23,1,23,3,n
航空站,Ncb,5,n,44,5,44,8,n
航空網,Nac,0,n,3,0,3,0,n
航空艦,Nab,0,n,3,0,3,0,n
航空郵件,Naeb,0,n,3,0,3,0,n
航空隊,Ncb,0,n,111,0,111,11,n
航線,Nac,98,n,2882,98,2882,376,n
航至,VC1,0,v,3,0,3,0,v
航行,"Nv4, VA11","0, 45",n,1322,45,1322,304,n
航行權,Nad,1,n,3,1,3,1,n
航路,Nab,7,n,113,7,113,17,n
航速,Nad,0,n,445,0,445,44,n
航運,Nad,22,n,1962,22,1962,216,n
航運界,Ncb,2,n,11,2,11,2,n
航道,Nac,15,n,980,15,980,111,n
航點,Nac,6,n,3,6,3,5,n
舫,b,0,zg,52,0,52,5,zg
般,Ng,650,u,3306,650,3306,915,u
般若,Nad,12,z,214,12,214,32,z
般若經,Nba,0,ns,3,0,3,0,ns
舲,b,0,zg,2,0,2,0,zg
舳,b,0,x,25,0,25,2,x
舳艫,Nab,0,n,9,0,9,0,n
舴,b,0,x,36,0,36,3,x
舴艋,Nab,0,n,2,0,2,0,n
舵,Nab,4,n,1126,4,1126,116,n
舵手,Nab,2,n,33,2,33,5,n
舵柄,Nab,0,n,3,0,3,0,n
舵機,Nab,0,n,10,0,10,1,n
舶,b,0,ng,96,0,96,9,ng
舶來品,Nab,16,n,13,16,13,15,n
舶來貨,Nab,0,n,3,0,3,0,n
舷,b,0,ng,170,0,170,17,ng
舸,Nab,0,g,27,0,27,2,g
船,Nab,468,n,7819,468,7819,1203,n
船主,Nab,13,n,41,13,41,15,n
船伕,Nab,2,n,115,2,115,13,n
船位,Nac,4,n,18,4,18,5,n
船兒,Nab,1,n,41,1,41,5,n
船務,Nac,8,n,7,8,7,7,n
船名,Nac,6,n,9,6,9,6,n
船員,Nab,145,n,165,145,165,147,n
船埠,Ncb,0,n,3,0,3,0,n
船塢,Nab,1,n,187,1,187,19,n
船客,Nab,0,n,3,0,3,0,n
船家,Nab,7,n,129,7,129,19,n
船尾,Nab,3,n,125,3,125,15,n
船工,Nab,0,n,31,0,31,3,n
船底,Ncc,0,s,64,0,64,6,s
船廠,Ncb,1,n,186,1,186,19,n
船形,Nad,0,n,36,0,36,3,n
船戶,Nab,0,n,17,0,17,1,n
船期,Nac,6,n,7,6,7,6,n
船板,Nab,0,n,76,0,76,7,n
船柱,Nab,0,n,3,0,3,0,n
船桅,Nab,1,n,15,1,15,2,n
船梢,Nab,0,n,3,0,3,0,n
船歌,Nac,2,n,4,2,4,2,n
船票,Nab,6,n,45,6,45,9,n
船篷,Nab,0,n,47,0,47,4,n
船籍,Nad,0,n,3,0,3,0,n
船腳,Nab,0,n,3,0,3,0,n
船舵,Nab,0,n,9,0,9,0,n
船舶,Naeb,11,n,1793,11,1793,189,n
船舷,Nab,1,n,102,1,102,11,n
船艙,Nab,14,n,291,14,291,41,n
船艦,Nab,11,n,3,11,3,10,n
船貨,Nab,10,n,3,10,3,9,n
船費,Naeb,0,n,3,0,3,0,n
船身,Nab,14,n,185,14,185,31,n
船運,Nad,7,n,73,7,73,13,n
船長,Nab,51,n,1379,51,1379,183,n
船隊,Nab,12,n,431,12,431,53,n
船隻,Naeb,72,n,1140,72,1140,178,n
船頭,Nab,2,n,533,2,533,55,n
船首,Ncc,2,n,30,2,30,4,n
船體,Nab,5,n,254,5,254,29,n
船齡,Nad,1,n,3,1,3,1,n
舺,b,0,zg,7,0,7,0,zg
艄,b,0,n,107,0,107,10,n
艇,!Nab,0,n,946,0,946,94,n
艇長,Nab,0,n,66,0,66,6,n
艋,b,0,x,35,0,35,3,x
艘,Nfa,160,m,3265,160,3265,470,m
艙,b,0,n,1324,0,1324,132,n
艙位,Nac,9,n,26,9,26,10,n
艙口,Ncc,0,s,60,0,60,6,s
艙底,Ncc,0,s,3,0,3,0,s
艙房,Nab,1,n,3,1,3,1,n
艤,b,0,g,7,0,7,0,g
艦,b,0,ng,3600,0,3600,360,ng
艦塔,Nab,0,n,3,0,3,0,n
艦艇,Nab,16,n,1370,16,1370,151,n
艦長,Nab,7,n,164,7,164,22,n
艦隊,Nab,26,n,1839,26,1839,207,n
艦隻,Naeb,2,n,186,2,186,20,n
艨,b,0,n,24,0,24,2,n
艫,b,0,g,59,0,59,5,g
良,b,0,a,1206,0,1206,120,a
良久,Nddc,0,a,937,0,937,93,a
良人,Nab,6,n,59,6,59,11,n
良伴,Nab,0,n,3,0,3,0,n
良兵,Nab,0,n,3,0,3,0,n
良友,Nab,7,n,47,7,47,11,n
良吏,Nab,0,n,3,0,3,0,n
良善,VH11,13,a,53,13,53,17,a
良善風俗,Nad,0,i,3,0,3,0,i
良士,Nab,0,n,3,0,3,0,n
良多,VH11,45,m,50,45,50,45,m
良夜,Ndabe,0,b,3,0,3,0,b
良好,VH11,478,a,6044,478,6044,1034,a
良宵,Nad,2,n,34,2,34,5,n
良家,A,1,n,87,1,87,9,n
良家女子,Nab,0,n,3,0,3,0,n
良家婦女,Nab,4,n,3,4,3,3,n
良家子,Nab,0,n,3,0,3,0,n
良將,Nab,4,n,105,4,105,14,n
良導體,Nab,0,n,3,0,3,0,n
良師,Nab,21,n,21,21,21,21,n
良幣,Nab,7,n,3,7,3,6,n
良心,Nad,89,a,728,89,728,152,a
良心何在,VH11,0,i,3,0,3,0,i
良心發現,VH11,1,i,3,1,3,1,i
良心話,Nac,5,l,3,5,3,4,l
良性,A,70,n,436,70,436,106,n
良方,Nac,10,n,52,10,52,14,n
良日,Ndabd,0,n,3,0,3,0,n
良朋,Nab,0,n,3,0,3,0,n
良朋益友,Naeb,1,n,3,1,3,1,n
良材,"Naa, Nab","0, 0",n,19,0,19,3,n
良機,Nac,29,n,362,29,362,62,n
良機勿失,VA4,0,i,3,0,3,0,i
良民,Nab,2,n,195,2,195,21,n
良深,VH11,3,a,3,3,3,3,a
良港,Ncb,1,ns,3,1,3,1,ns
良田,Nab,3,n,124,3,124,15,n
良相,Nab,0,n,3,0,3,0,n
良知,Nad,43,n,258,43,258,64,n
良知良能,Naea,1,i,2,1,2,1,i
良種,Nad,0,m,186,0,186,18,m
良策,Nac,3,n,173,3,173,20,n
良緣,Nad,7,n,46,7,46,10,n
良能,Nad,7,n,3,7,3,6,n
良莠不齊,VH11,13,i,49,13,49,16,i
良藥苦口,VH11,1,n,2,1,2,1,n
良計,Nac,0,n,3,0,3,0,n
良賤,Nad,0,a,3,0,3,0,a
良辰,Ndabe,0,n,47,0,47,4,n
良辰吉日,Ndabd,0,i,4,0,4,0,i
良辰美景,Nad,5,i,26,5,26,7,i
良醫,Nab,4,n,29,4,29,6,n
良馬,Nab,0,n,43,0,43,4,n
艱,b,0,a,158,0,158,15,a
艱危,VH11,0,a,27,0,27,2,a
艱困,"Nv4, VH11","0, 18",a,3,18,3,16,a
艱深,VH11,8,a,35,8,35,10,a
艱澀,"Nv4, VH11","0, 7",a,37,7,37,13,a
艱苦,"Nv4, VH11","0, 69",a,1139,69,1139,289,a
艱苦備嚐,VH11,0,"i, n","3, 3",0,6,"0, 0","i, n"
艱貞,VH11,0,a,3,0,3,0,a
艱辛,"Nv4, VH11","0, 51",a,342,51,342,114,a
艱鉅,"Nv4, VH11","0, 21",a,467,21,467,112,a
艱阨,VH11,0,n,3,0,3,0,n
艱險,VH11,3,a,199,3,199,22,a
艱難,"Nv4, VH11","0, 69",a,1659,69,1659,393,a
艱難困苦,VH11,0,i,70,0,70,7,i
艱難度日,VH11,0,i,3,0,3,0,i
色,"!Nad, Nfc, VH11","0, 19, 3",ng,6908,22,6908,2092,ng
色厲內荏,VH11,1,i,12,1,12,2,i
色帶,Nab,2,n,25,2,25,4,n
色度計,Nab,0,n,3,0,3,0,n
色彩,Nad,401,n,3195,401,3195,680,n
色彩學,Nad,1,n,3,1,3,1,n
色情,Nad,120,n,309,120,309,138,n
色情狂,Nab,1,i,9,1,9,1,i
色慾,Nad,3,n,16,3,16,4,n
色料,Naa,2,n,6,2,6,2,n
色樣,Nac,0,n,3,0,3,0,n
色澤,Nad,39,n,364,39,364,71,n
色狼,Nab,6,n,38,6,38,9,n
色目人,Nab,2,n,51,2,51,6,n
色盲,VH11,1,n,66,1,66,7,n
色相,Nad,8,n,42,8,42,11,n
色筆,Nab,2,n,3,2,3,2,n
色系,Nac,27,n,8,27,8,25,n
色紙,Nab,5,n,7,5,7,5,n
色素,Naa,10,n,913,10,913,100,n
色素體,Nab,0,n,3,0,3,0,n
色膽包天,VH11,0,i,3,0,3,0,i
色藝,Naea,0,n,3,0,3,0,n
色調,Nad,63,n,179,63,179,74,n
色迷迷,VH11,0,i,3,0,3,0,i
色鬼,Nab,2,n,54,2,54,7,n
艽,b,0,nr,101,0,101,10,nr
艾,b,0,nr,660,0,660,66,nr
艾森豪,Nba,3,nr,4,3,4,3,nr
艾灸,Nad,0,nr,18,0,18,1,nr
艾略特,Nba,2,nr,24,2,24,4,nr
艾草,Nab,4,nr,2,4,2,3,nr
芄,b,0,zg,73,0,73,7,zg
芊,b,0,x,91,0,91,9,x
芋,b,0,zg,105,0,105,10,zg
芋頭,Nab,6,n,55,6,55,10,n
芍,b,0,n,62,0,62,6,n
芍藥,Nab,5,n,155,5,155,20,n
芎,b,0,x,63,0,63,6,x
芒,b,0,ng,661,0,661,66,ng
芒刃,Nab,0,n,3,0,3,0,n
芒刺在背,VH11,0,i,13,0,13,1,i
芒剌,Nab,0,nr,3,0,3,0,nr
芒果,Nab,17,n,125,17,125,27,n
芒硝,Naa,0,n,73,0,73,7,n
芒種,Ndabd,0,n,18,0,18,1,n
芒草,Nab,19,n,8,19,8,17,n
芒角,Nac,0,n,3,0,3,0,n
芙,b,0,nrt,2453,0,2453,245,nrt
芙蓉,Nab,4,n,755,4,755,79,n
芙麗曼,Nca,0,nrt,3,0,3,0,nrt
芝,b,0,ns,685,0,685,68,ns
芝加哥,Nca,66,ns,349,66,349,94,ns
芝加哥大學,Nca,0,nt,132,0,132,13,nt
芝城,Nca,2,ns,3,2,3,2,ns
芝蘭,Naea,0,ns,15,0,15,1,ns
芝麻,Nab,10,n,377,10,377,46,n
芝麻小事,Nac,5,n,3,5,3,4,n
芝麻莢,Nab,0,n,3,0,3,0,n
芝麻街,Nad,0,ns,3,0,3,0,ns
芟,b,0,v,115,0,115,11,v
芟除,VC2,0,v,9,0,9,0,v
芡,b,0,n,76,0,76,7,n
芣,b,0,zg,2,0,2,0,zg
芥,b,0,n,605,0,605,60,n
芥子,Nab,1,n,25,1,25,3,n
芥子毒氣,Naa,0,n,3,0,3,0,n
芥末,Naa,2,n,21,2,21,3,n
芥菜,Nab,3,n,51,3,51,7,n
芥菜頭,Nab,1,n,3,1,3,1,n
芥蒂,Nad,10,nrt,58,10,58,14,nrt
芥藍菜,Nab,1,n,3,1,3,1,n
芫,b,0,n,59,0,59,5,n
芫荽,Nab,0,n,24,0,24,2,n
芬,b,0,zg,313,0,313,31,zg
芬園,Nca,2,ns,3,2,3,2,ns
芬芳,VH11,27,nz,136,27,136,37,nz
芬蘭,Nca,30,ns,745,30,745,101,ns
芬香,VH11,1,nrt,3,1,3,1,nrt
芬馥,VH11,0,nrt,3,0,3,0,nrt
芭,b,0,n,96,0,96,9,n
芭樂,Nab,14,n,3,14,3,12,n
芭蕉,Nab,4,n,139,4,139,17,n
芭蕉扇,Nab,9,n,65,9,65,14,n
芭蕾,Nac,52,n,295,52,295,76,n
芭蕾舞,Nac,18,n,97,18,97,25,n
芭蕾舞團,Nab,23,n,103,23,103,31,n
芮,Nbc,0,nr,41,0,41,4,nr
芯,Nab,0,ng,900,0,900,90,ng
芰,b,0,g,278,0,278,27,g
花,"Nab, Nbc, VC31, VH11","427, 9, 625, 24",v,12710,1085,12710,6060,v
花事,Naeb,0,n,3,0,3,0,n
花光,VC31,6,nr,2,6,2,5,nr
花兒,Nab,43,n,288,43,288,67,n
花冠,Nab,3,n,197,3,197,22,n
花匠,Nab,1,n,30,1,30,3,n
花卉,Naeb,50,n,524,50,524,97,n
花友會,Ncb,0,nr,3,0,3,0,nr
花叢,Nab,10,n,189,10,189,27,n
花名,Nac,1,n,11,1,11,2,n
花圃,Ncb,18,nr,197,18,197,35,nr
花圈,Nab,7,n,75,7,75,13,n
花國,Ncb,1,ns,3,1,3,1,ns
花園,Ncb,177,n,1291,177,1291,288,n
花團錦簇,VH11,4,i,66,4,66,10,i
花壇,"Nab, Nca","12, 0",n,256,12,256,62,n
花天酒地,VA4,5,i,52,5,52,9,i
花好月圓,VH11,2,i,10,2,10,2,i
花子,Nab,2,n,54,2,54,7,n
花季,Ndabf,0,t,18,0,18,1,t
花容,Nad,1,n,44,1,44,5,n
花容月貌,Nad,1,i,47,1,47,5,i
花岡石,Nab,0,ns,3,0,3,0,ns
花崗岩,Naa,11,nr,1641,11,1641,174,nr
花崗石,Nab,10,nr,76,10,76,16,nr
花市,Ncb,9,n,44,9,44,12,n
花布,Naa,4,nr,84,4,84,12,nr
花帳,Naeb,0,n,3,0,3,0,n
花店,Ncb,3,n,13,3,13,4,n
花廳,Ncb,2,n,224,2,224,24,n
花式,Nad,0,n,69,0,69,6,n
花式溜冰,Nad,0,nr,3,0,3,0,nr
花影,Nad,1,n,31,1,31,4,n
花徑,Ncb,2,n,7,2,7,2,n
花心,VH11,2,n,53,2,53,7,n
花心思,VH11,4,nr,3,4,3,3,nr
花房,Nab,7,n,13,7,13,7,n
花托,Nab,0,nr,38,0,38,3,nr
花招,Nac,17,nr,102,17,102,25,nr
花拳,Nad,0,n,4,0,4,0,n
花拳繡腿,"Nac, Naeb","2, 0",l,8,2,8,3,l
花捲,Nab,2,n,28,2,28,4,n
花掉,VC31,19,v,110,19,110,28,v
花旗,Nba,18,nr,88,18,88,25,nr
花旗銀行,Nca,0,nt,65,0,65,6,nt
花旦,Nab,5,nr,67,5,67,11,nr
花期,Nad,7,n,67,7,67,13,n
花木,Naeb,27,n,371,27,371,61,n
花木蘭,Nba,16,nr,272,16,272,41,nr
花朵,Naeb,92,n,448,92,448,127,n
花束,Nab,2,n,38,2,38,5,n
花果,Naeb,3,n,63,3,63,9,n
花枝,Nab,1,n,75,1,75,8,n
花枝招展,VH11,5,i,57,5,57,10,i
花架,Nab,3,n,23,3,23,5,n
花柄,Nab,0,n,8,0,8,0,n
花柳病,Nad,0,nr,4,0,4,0,nr
花栗鼠,Nab,0,nr,3,0,3,0,nr
花梗,Nab,2,n,17,2,17,3,n
花棚,Nab,0,n,3,0,3,0,n
花椒,Naa,2,n,94,2,94,11,n
花椰菜,Nab,2,n,24,2,24,4,n
花樣,"Nac, Nad","48, 0",n,520,48,520,147,n
花樣年華,Nad,5,l,3,5,3,4,l
花樣百出,VH11,3,l,14,3,14,4,l
花樹,Naeb,8,n,89,8,89,16,n
花毯,Nab,1,n,3,1,3,1,n
花海,Naeb,8,ns,15,8,15,8,ns
花消,Naeb,0,v,2,0,2,0,v
花無百日紅,VH11,0,l,4,0,4,0,l
花燈,Nab,25,n,262,25,262,48,n
花燭,Nab,5,n,19,5,19,6,n
花燭之夜,Ndabe,0,i,3,0,3,0,i
花片,Nab,0,n,3,0,3,0,n
花王,"Nab, Nba","1, 6",nr,6,7,6,7,nr
花環,Nab,8,nr,42,8,42,11,nr
花瓜,Nab,0,n,3,0,3,0,n
花瓣,Nab,32,n,488,32,488,77,n
花瓶,Nab,36,n,148,36,148,47,n
花生,Nab,28,n,950,28,950,120,n
花生油,Naa,1,n,37,1,37,4,n
花生米,Nab,7,nr,53,7,53,11,nr
花用,VC31,15,n,3,15,3,13,n
花甲,Ndabf,0,nr,29,0,29,2,nr
花白,VH11,6,nr,240,6,240,29,nr
花盆,Nab,4,n,92,4,92,12,n
花盤,Nab,0,n,41,0,41,4,n
花種,Nab,3,n,10,3,10,3,n
花童,Nab,0,n,2,0,2,0,n
花筆,Nab,0,n,3,0,3,0,n
花籃,Nab,4,n,79,4,79,11,n
花籽兒,Nab,0,nr,3,0,3,0,nr
花粉,Naa,3,n,262,3,262,28,n
花粉熱,Nad,0,n,3,0,3,0,n
花粉管,Nab,0,n,37,0,37,3,n
花粉粒,Nab,0,n,3,0,3,0,n
花紅,Naeb,0,nr,30,0,30,3,nr
花紅柳綠,VH11,1,nr,4,1,4,1,nr
花紋,Nac,36,n,408,36,408,73,n
花結,Nab,1,v,3,1,3,1,v
花絮,Nad,2,n,160,2,160,17,n
花絲,Naeb,0,n,65,0,65,6,n
花縣,Nca,4,ns,7,4,7,4,ns
花腔,Nad,0,n,24,0,24,2,n
花臉,Nab,9,n,44,9,44,12,n
花船,Nab,0,n,5,0,5,0,n
花色,Nac,33,n,413,33,413,71,n
花花世界,Nab,3,n,48,3,48,7,n
花花公子,Nab,20,n,55,20,55,23,n
花花綠綠,VH11,9,z,104,9,104,18,z
花花草草,Naeb,3,n,12,3,12,3,n
花苞,Nab,5,nr,20,5,20,6,nr
花茶,Naa,5,n,52,5,52,9,n
花草,Naeb,49,n,232,49,232,67,n
花莖,Nab,2,n,19,2,19,3,n
