file,no,content,a,b,c,d,e,ans
2016-08-03-08-19-50.txt,2,而且這次還想去一些沒去過的地方，該說︽⊙＿⊙︽怎麼有那麼多的地方　實在太適合兩天一夜的小旅行,情商,台南,遊戲,寰宇,長鏈,b
2016-08-03-08-19-50.txt,3,懇請大家來︽⊙＿⊙︽洞看海戲水，都能發揮公德心，讓這海天一色的純淨美景，可以永續存留,慶安宮,品皇咖啡,鄒族,熱氣球,石門,e
2016-08-03-08-19-50.txt,5,︽⊙＿⊙︽遊船，玄光寺吃日賣萬顆：阿婆茶葉蛋＞伊達邵必吃飯飯雞翅，紅茶店遇見好有戲店,澎湖,紫竹,日月潭,土溝,畚箕,c
2016-08-03-09-21-57.txt,1,︽⊙＿⊙︽ spade new york wedding belles emanuelle手,kate,有素,車身,小樹,糯米,a
2016-08-03-09-21-57.txt,2,我們當天到達『新驛旅店』已經是晚上九點多了，附近算是挺熱鬧的，離『新時代購物中心』也很近。我覺得如果要玩『︽⊙＿⊙,小梅,台中,張照,新宿,計時,b
2016-08-03-09-21-57.txt,3,這款︽⊙＿⊙︽還可以更換滾輪  韓國好多彩妝都好特別  我覺得已經超越日本了  超好買的阿!,漱口水,media,bb霜,星炫筆,油亮,c
2016-08-03-09-21-57.txt,4,從台南火車站買套票，台南88安平線、99︽⊙＿⊙︽線的一日交通票，搭乘當日就可以不限次數上下各站點，很划算對吧,頂溪社區,台江,乳巷,文心夜市,仁和,b
2016-08-03-09-21-57.txt,5,，這幾家均為獨立出入口，未連接台南小︽⊙＿⊙︽，所以餐廳營業時間較長且較晚打烊，可詳各店家臉書或網站公告,林森,影城,西門,西坪,台南七股,c
2016-08-03-10-24-05.txt,1,上次逛到東區新開的innisfree，發現他家的︽⊙＿⊙︽200元一塊，價格品質還可以買來玩玩,眼影,雷陣雨,全票,波音,方會,a
2016-08-03-10-24-05.txt,4,故宮潮 府城遊是國立故宮博物院的無牆博物館系列，而且是南台灣唯一一場的展覽，我有去︽⊙＿⊙︽看過會動的清明上河圖，台南這裡基於展場面積的關係，規模沒辦法那麼大，但主辦單位充份利用了隔間，並導入了數位及互動兩項元素，個人覺得蠻適合帶小朋友一起來看展，也可事先電話預約導覽，電話0981552554,動工,扇形車站,西湖,高雄,信義,d
2016-08-03-10-24-05.txt,2,跟致遠一起從台中︽⊙＿⊙︽搭飛機，到達澎湖後，已經是中午了。首先與齊冠、以及在澎湖當兵的政榮先集合，一群人就先前往旅社放行李了！我們這次住的是國軍英雄館，住宿算蠻便宜的,機場,人間,白牆,白化,汽泡,a
2016-08-03-10-24-05.txt,3,3. ︽⊙＿⊙︽ teint naturel fluide s 光潤粉霜 spf18 pa+,肌膚之鑰,origins,面紙,kose,塗抹,a
2016-08-03-10-24-05.txt,5,10/5活動結束後將我也會隨機抽出一名得獎者可以獲得︽⊙＿⊙︽星顏魔幻珠寶盒唷,最新款,性風,露得清,diptyque,starsuki,e
2016-08-03-11-26-12.txt,2,另外我發現︽⊙＿⊙︽的這些建物，當初在建時應該都沒有規劃，所以巷弄大大小小、長長短短，寬寬窄窄，但我就愛這種穿巷走弄的樂趣，即便走著走著方向感會全失,買菜,金門,白巧克力,穿透性,玩心,b
2016-08-03-11-26-12.txt,3,是說，看倌覺得這樣的月台鐵棚好看嗎??老實說我覺得很沒特色..為什麼台灣的火車站總是有一點死氣沉沉..為什麼不能像︽⊙＿⊙︽這樣有自己的特色呢..就不要提日本的火車站了,宜蘭,新莊,外拍,白河,林地,a
2016-08-03-11-26-12.txt,1,"""他家的保溼︽⊙＿⊙︽有點像稀釋的凝露質地，跟其他牌子的滋潤型︽⊙＿⊙︽質地差不""",化妝水,大勢,黑底,沙朵,何篤霖,a
2016-08-03-11-26-12.txt,4,」，有︽⊙＿⊙︽各種算命方式，像是姓名、六十甲子籤、袁天罡秤骨、塔羅牌、星座等，所有遊客都算得好認真。看完展後，旁邊的文創禮品店也蠻好逛的,金崙,綠海,苓雅區,派塔,中西,e
2016-08-03-11-26-12.txt,5,郵局對面有許多攤販，據說這裡有一攤︽⊙＿⊙︽抹茶冰，但是假日限定，所以無緣吃到,傳統,南庄,原貌,安平港,村崗北路,b
2016-08-03-12-28-20.txt,2,現在的︽⊙＿⊙︽真的好多觀光客，日本人、韓國人、香港人、大陸人，滿滿都是人，唯一不變的還是那舊日老街的景緻。不過人潮一多︽⊙＿⊙︽就少了些許文藝氣息與美感，更是讓人無法聯想到當年侯孝賢的那齣悲情城市裡的眼淚山城,瓶瓶罐罐,海軍,面鏡,九份,茶杯,d
2016-08-03-12-28-20.txt,1,"""之前在逛藥妝店的時候就有看過這瓶 nuxe 全效晶亮︽⊙＿⊙︽不過一直沒有下手購買 畢竟保養油這種單品在使用上比較見仁見智 喜歡的人會很喜歡、不喜歡的人可能就永遠都不會去用它xd 而且翠蕊我自己手邊也有多種個人習慣使用的保養油啦！ 當時並沒有特別想要購入的慾望 可是這次體驗後整個有種相見恨晚的感覺 我怎麼會這麼晚才發現這麼好用的單品啊啊啊啊""",版本,精華油,異國,國旗,生蛋,b
2016-08-03-12-28-20.txt,3,︽⊙＿⊙︽ 2014最後一檔！sogo週年慶購買攻略/滿額、組合都是獨家！活膚霜有,revive,fasio,康是美,品用,手刀,a
2016-08-03-12-28-20.txt,4,日本：美妝店幾乎都有，plaza、loft、@︽⊙＿⊙︽、donki驚安的殿堂...等我都有看到過,活氧極,契爾氏,費姐,burberry,cosme,e
2016-08-03-12-28-20.txt,5,照導航來到了︽⊙＿⊙︽的香草菲菲，看相片還不覺得大間，等實際看到後才驚覺這裡好大啊！真像個大型溫室花園耶,玉井,吉貝,員山鄉,明水,東東芋圓,c
2016-08-03-13-30-28.txt,2,美術館附近的無菸餐廳一條街，是個很漂亮的地方，這裡的餐廳建築都非常的有特色，在台北倒是沒有這種地方，台北的建築都沒什麼特色，另外︽⊙＿⊙︽的路感覺也比較大，或許是因為台北的車輛太多，雖然路大，但一點也不覺得路大,機率,戰力,台中,安妞,岩山,c
2016-08-03-13-30-28.txt,1,前幾天因為只能睡一下下就要出門趕另一個活動，起來︽⊙＿⊙︽也都沒有暈掉噢！大發！ ♛ ◡,食譜,固力,睫毛膏,疾行,賞夜,c
2016-08-03-13-30-28.txt,3,但這確實是︽⊙＿⊙︽第一次的唇彩盤，重點是 ...可以拆的！這在︽⊙＿⊙︽的產品中，只有創藝無限系列，包括眼影、腮紅都能自由組裝，唇彩沒記錯的話，應該是第一次，而且就直接出現在這次的karl聖誕彩妝，我強烈的懷疑 ...︽⊙＿⊙︽應該要推出創藝無限的唇彩盤了！ ...，如果真的推出，這個shupette的盒子，就相當有收藏價值了,whoo,花藝,origins,主色,植村秀,e
2016-08-03-13-30-28.txt,4,去年看到格友分享︽⊙＿⊙︽真的很美，所以今天夏天公司的國內旅遊安排南投之旅，第一站就是南投水里的︽⊙＿⊙︽，就相當的興,車埕車站,車班,車頭,桃園市,高樹,a
2016-08-03-13-30-28.txt,5,我很喜歡在上︽⊙＿⊙︽前先打亮眼窩　利用凝霜會讓︽⊙＿⊙︽更好上色　顏色會比較顯色,芭蕾舞鞋,眼影,夾子,水潤面膜,淨膚儀,b
2016-08-03-14-32-37.txt,1,然而，我自己還是會覺得凍齡熬夜奇蹟霜就真的是比較晚睡作急救修護即可，極緻修護水凝膜剛好可以彌補冬天使用凍齡熬夜奇蹟霜的不足，一般來說，極緻修護水凝膜也可以搭配其它產品做晚安面膜使用，如果說天氣沒那麼冷，作為保養最後一步驟的︽⊙＿⊙︽也都可以，就是一種凝凍和晚安面膜都能通用的一款產品，重點是,楓葉,雪球,生平,水凝凍,光景,d
2016-08-03-14-32-37.txt,2,枕山庄位於︽⊙＿⊙︽的望龍埤附近，從路邊看不出來，裹面可是佔地千坪的庭園民宿哦，附近景點除了很夯的望龍埤外，離很多知名景點都不遠、尤其是宜蘭多雨，民宿主人特地蓋了大型的棚架，萬一下雨也可以坐在棚內喝喝咖啡、欣賞風,數位,員山鄉,護膚,意志力,斑點,b
2016-08-03-14-32-37.txt,3,不過，︽⊙＿⊙︽最為人稱道的似乎是眼影，特別是這四色眼影，可以說是夢幻逸品，顏色高雅、配色強，配色上也比較突破傳統窠臼，卻又能創造出全新的色彩概念組合，也成為很多人都想買的必備單品,興產路,suqqu,乙份,蓓蒂米娜,資生堂,b
2016-08-03-14-32-37.txt,5,最後非常重要的關鍵點，打造不脫妝底妝，最後一定要壓上一些控油類型的蜜粉或密︽⊙＿⊙,缺點,hermes,夾心,nivea,粉餅,e
2016-08-03-14-32-37.txt,4,已經兩年沒回去了，對於特富野我有很深的思念，我的網誌文章上老是會不自覺的提及。年後，安珮跟我提及戰祭要回︽⊙＿⊙︽，我就努力的排開行程，今年也是我大學的最後幾個月了，趁著時間掌控上還寬裕，我排進了行程,橋頭,錦記,駕車,繩索,山上,e
2016-08-03-15-34-47.txt,1,她跟我介紹說，這兩棵吉野櫻是日本人送的，已經是50、60年的老樹了，後面︽⊙＿⊙︽上的那些吉野櫻樹，都是要賣人的，而這兩棵老樹就是樣本,熱力,山坡,雪兒,白菜,深棕色,b
2016-08-03-15-34-47.txt,2,2008年12月27日，剛好11個月後，國道6號的頭，︽⊙＿⊙︽系統至東草屯間5公里也通,魚蛋,霧峰,腳趾,岩洞,小口袋,b
2016-08-03-15-34-47.txt,4,只能說 ...停產好可惜！好在我年中特賣會掃了好多條，可能台灣真的很少人有成人痘困擾嗎？因為之前︽⊙＿⊙︽的抗痘凝露也是有夠好用的，但也停產了 ...，畢竟一罐也是很貴，主要也是作為成人抗痘使用，雅詩蘭黛這罐新生煥膚凝膠已是以對抗成人痘為概念,revive,fasio,星幻,康是美,絕色,a
2016-08-03-15-34-47.txt,3,這部電影左撇子一定會支持，並且持續追蹤。電影分成上下兩集，上集 太陽旗 在9/9號上映，下集 ︽⊙＿⊙︽ 在9/30 上映。會取名︽⊙＿⊙︽是跟他們的習俗故事有關，這部分應該在第一集就會交代吧，留給大家在電影院觀賞,武路,彩虹橋,夕遊出張所,台南藝術大學,丁目,b
2016-08-03-15-34-47.txt,5,當然這裡也是我們大人們的喝茶空間，晚餐時間我們就是到︽⊙＿⊙︽買了各式食物回房裡吃,妖怪村,竹田,麋鹿,紀念品,田尾景點,a
2016-08-03-16-36-54.txt,1,來到泰武部落的指標，就表示進入︽⊙＿⊙︽山之門，這裡原是泰武村居住之地，因為八八風災造成地質變動，所以不太適合居住，但沿路的風景還是很值得一看,小梅,大武,用料,辣油,新宿,b
2016-08-03-16-36-54.txt,2,接下來彩虹眷村逛完之後再繼續搭乘包車小旅行，前往大坑地區的心之芳庭，心之芳庭一直以來也是nana的口袋名單，終於透過這個機會可以來親眼目睹美麗的小莊園。雖然範圍沒有薰衣草森林以及︽⊙＿⊙︽大，但我覺得裡面的造景非常的漂亮，讓旅人們來到這裡有一種充滿幸福的感覺,新社古堡,聚光,語音,寿司,店面,a
2016-08-03-16-36-54.txt,4,也許要過陣子等鋪貨完畢才能確定吧！我在我家附近的︽⊙＿⊙︽看到了十色的teste,龍頭,屈臣氏,derma,origins,買點,b
2016-08-03-16-36-54.txt,3,位於︽⊙＿⊙︽嶼島中央碧雲寺下方，引用當地終年水流不斷的龍目井泉水構築生態池塘，並使用當地盛產之咾咕石，於竹林下鋪設石板步道與木棧。園中融合竹林與涼亭美景，在夜間燈光照射下，聽著潺潺流水聲，仰望滿天星空，格外寧靜悠閒,清安豆腐街,溪頭,水巷,繪馬,琉球,e
2016-08-03-16-36-54.txt,5,提拉米蘇般的棕褐，在這次的光潤魅幻唇膏中#233也完整呈現，也是光潤魅幻唇膏中唯一一支褐色調，其實你可以去看，︽⊙＿⊙︽顏色上越來越多變化，棕色、粉色的唇彩都能在近年來窺見一二，也在在證實了︽⊙＿⊙︽不只是在整個品牌包裝、質感在慢慢地做更新，同時與時俱進，在顏色上，卻也不再那麼窠臼，我還記得年初的春季彩妝，還有一個相當亮眼的桃紅色，目前看來，︽⊙＿⊙︽差的就是一支橘色唇彩了,手滑,女款,kose,origins,肌膚之鑰,e
2016-08-03-17-39-02.txt,1,這區旁邊也在建設新建築︽⊙＿⊙︽，羅東文創園區很有小華山藝文特區的風格，假日也有街頭藝人進駐表演，像我們當天就遇到有小提琴的表演者在現場演奏，坐在池邊欣賞著悠揚的樂聲，真的有放鬆的感覺,奇想,修建,名品,腳背,私下,b
2016-08-03-17-39-02.txt,2,︽⊙＿⊙︽的紫色浪漫~蔓延中，繡球花沿著梯田逐層盛開，蔚為壯麗，有粉紫色、粉藍色、粉紅色交織出浪漫情懷,竹子湖,黑嚕,高貴,赫茲,流理台,a
2016-08-03-17-39-02.txt,3,所以我就會馬上加上美白︽⊙＿⊙︽來做按摩 希望可以再白一點! 畢竟上禮拜去宜蘭曬了兩,收納袋,smashbox,holika,精華液,刀頭,d
2016-08-03-17-39-02.txt,5,內埤海灘！我終於來了！雖然常回︽⊙＿⊙︽，也來過南方澳好幾次，我卻粗心錯過她許多年,旺萊山,宜蘭,狗蛋,白河,新莊,b
2016-08-03-17-39-02.txt,4,安啾已經用了快2個月，每周杏仁酸得使用次數只需要 2-3次就好，在︽⊙＿⊙︽後拍打在全,腿毛,蔻蘿蘭,holika,贈品,化妝水,e
2016-08-03-18-41-11.txt,3,更是︽⊙＿⊙︽文化的縣定古蹟，每年八月的豐年季節，太巴塱祖屋都會變成阿美族舉行祭祀跟族群生活的活動場,花蓮,石牌,花亭,奧克蘭,后里,a
2016-08-03-18-41-11.txt,1,"飯店從人文、自然環境開始，在公共空間就擺放了許多︽⊙＿⊙︽傳統工藝特色,如大廳的檜木雕刻、前庭的石猴與廳內的交趾陶作品",嘉義,低溫,實搭性,巫婆,小腿肚,a
2016-08-03-18-41-11.txt,2,活動陸續展開，6月7日、8日在神農路，那天剛好下雨，雖然去了，但有點掃興，6月28日、29日在中央公園也舉辦試飲會，還有高通通分身第一次公開亮相，7月5日草地微醺在鳳山舉辦，7月12日、13日則是在︽⊙＿⊙︽大樹區舊鐵橋溼地公園，一樣是有農業精靈高通通的分身，以及玉荷包啤酒試飲等活動，活動詳情再請,裝機,高雄市,冷門,品管,男女生,b
2016-08-03-18-41-11.txt,4,月洞上百隻的蝙蝠大餐、慎終追遠的掃墓、花東海灘的綺麗風光、︽⊙＿⊙︽出海的半潛,丙線,畫意,社頭,朴子,墾丁,e
2016-08-03-18-41-11.txt,5,，位於︽⊙＿⊙︽七期的柏地廣場，至少15坪起跳的住宿空間，房間大到媲美頂級motel的規格，東方禪意、日式簡約、時尚創意、優雅奢華等風格，宛如走入不可思議的奇幻國度，豪宅太貴，不如入住豪宅等級的悅棧酒店，當一日的主人吧,林記,台中,田村,大員,酒莊,b
2016-08-03-19-43-20.txt,2,今天的行程感覺就是跑跑跑，幸好是往︽⊙＿⊙︽跑，︽⊙＿⊙︽的風吹起來涼涼的，可以把手張開抓一下風，可以感受一下風從指縫中溜走的感覺,色惑,山上,豚骨,底層,區分,b
2016-08-03-19-43-20.txt,1,從這一個畫面也能稍微觀察一下當時的時代背景，包便當的報紙如果沒有過期很久，則艋舺的時代背景應該在1986年左右。那一年，也是台灣重大變革的一年，天下雜誌稱這年為威權走向開明的一年，如同在報紙上印的”蔣總統招開國民黨十二屆中全會”，在會議上蔣經國總統宣布研擬開放黨禁、解除戒嚴以及改革國會，將台灣︽⊙＿⊙︽的帶往民主時代。那一年，前總統陳水扁以及四大天王等人在圓山飯店成立了民主進步黨,老房,鎖骨,形狀,和平,零錢,d
2016-08-03-19-43-20.txt,3,像我們一樣，只用餐、賞桐花賞螢火蟲，不住宿的旅客還真不少。數十台自小客車把卓也小屋的各個停車場都停滿了。入園券成人100元，可以抵扣任何在卓也小屋園區內的消費，例如手工植物染、下午茶、午晚餐、咖啡飲料等。這一天choyce只打算來卓也小屋喘口氣不住宿，約好傍晚抵達欣賞桐花美姿，享用美味的健康蔬食套餐，餐後接著賞螢火蟲。大約八點離開卓也小屋，不到40分鐘就回到︽⊙＿⊙︽的家,會館,竹北,地下室,高雄愛河,永寧,b
2016-08-03-19-43-20.txt,4,買了︽⊙＿⊙︽覺得顏色很美~可是一直惦記著好幾個網友都說︽⊙＿⊙︽很會飛粉掉色的缺,眼影,師們,水潤面膜,淨膚儀,蛋型,a
2016-08-03-19-43-20.txt,5,終於輪到我們這次入住的房間了，空間規劃就像回到自己家中一般，給人住得舒適自在，冰箱裡已經先放入︽⊙＿⊙︽農會好喝的健康豆奶，一進門小朋友們先打開喝了起來,午餐,羅東,金湧泉,埔里酒廠,餐廳,b
2016-08-03-20-45-29.txt,1,2款玫瑰色/chanel珍珠光感超淨白防曬妝前乳vs.︽⊙＿⊙︽超輕盈玫瑰隔離,啤酒,甘心,人類,lancome,公事,d
2016-08-03-20-45-29.txt,2,要打造︽⊙＿⊙︽的第一步！真的就是這罐我第一次用了以後就再也不離手的maestro粉底精華,電車,完美底妝,腳掌,俱樂部,動畫,b
2016-08-03-20-45-29.txt,4,輕輕鬆鬆的就可以推開，而且泡沫式的隔離霜一下子就被吸收了~因為過年玩太開心熬夜的暗沉臉色也在擦上︽⊙＿⊙︽光透白uv泡沫隔離霜後，白了起來~不過記得要適量就好喔~臉上除了變白以外，似乎珠光亮的瞬間白回來~可以持續一整天的隔離效果，回家卸妝也很方便跟容易，怪不得︽⊙＿⊙︽除了卸妝油以外，泡沫隔離霜也是周年慶必敗的產品啦,whoo,植村秀,老師,香調,origins,b
2016-08-03-20-45-29.txt,3,原本是在早晨用完餐後想要先來感受書香氣息再去︽⊙＿⊙︽的，不過~我們撲了個空！時光二手書局是下午一點才會開門的喔~如果想來的朋友千萬要記得時間喔,太魯閣,雜草,石牌,烏坵,全長,a
2016-08-03-20-45-29.txt,5,」是一個結合︽⊙＿⊙︽瓜果的特色觀光果園，與官老爺休閒農場、金益田園美食坊結合，這裡也提供套裝行程，還有牛車載著大家導覽遊走田野之間,壯圍,國宅,林田,私藏,白沙,a
2016-08-03-21-47-38.txt,1,因為官網真的做得太精美 是我逛過最能原始把︽⊙＿⊙︽的顏色100%show給消費者,書院,指甲油,老店,天主教堂,水量,b
2016-08-03-21-47-38.txt,2,等於買那兩隻刷子送喚顏凝露30ml、飾色隔離霜30ml、all in one︽⊙＿⊙︽盤、天鵝絨粉撲,遮瑕,地毯,風雪,熱泉,野柳,a
2016-08-03-21-47-38.txt,5,繼上半年three、︽⊙＿⊙︽陸續開櫃後，下半年于週年慶檔期前也陸續有新的品牌於台灣設櫃，來自日本的蜂蜜保養hacci，預計於10/1正式於台北忠孝sogo開櫃,laduree,雪芙蘭,阿阿,配件,誘豐漾,a
2016-08-03-21-47-38.txt,3,2005年時，︽⊙＿⊙︽跟全球馳名的整合醫療權威dr.andrew weil推出了青春無敵系,優惠價,品木宣言,眼影盤,loreal,薏仁,b
2016-08-03-21-47-38.txt,4,這次的璀璨星空五色眼彩盤，我覺得難度非常高 ...，其實︽⊙＿⊙︽主視覺的模特兒畫起來就已經不太好看了 ...最大的關鍵點，是五個顏色中，有兩個顏色是東方人最害怕的紫色調，紫色的眼影碰到黃種人肌膚，就是容易髒...，容易有事，金色調這次也比較暗，畫起來相對是沉的，黑色走霧面煙熏感，會建議紫色深色拿來做暈染，黑色就做眼影線暈開，整個眼影層次感就會比較好,黑夜,cleansing,香奈兒,benefit,藝品,c
2016-08-03-22-49-45.txt,1,咖啡色︽⊙＿⊙︽眼尾拉長  下︽⊙＿⊙︽我只有畫眼尾至眼中的位置  記得不要全框  很容易看起來兇兇,字頭,花圃,眼線,便利店,磁場,c
2016-08-03-22-49-45.txt,4,咖啡色︽⊙＿⊙︽沿著睫毛根部畫   與眼尾平行往後拉0.5cm下眼線   自然眼線細細一條就好不能太,burberry,法國名牌,我會,魔鏡,眼線筆,e
2016-08-03-22-49-45.txt,2,2.搭乘1、22、226、265、266、288、33、37、38、藍5至景新里站即可到達︽⊙＿⊙︽公民會館,香客,服貼,眼皮,信義,淺灰,d
2016-08-03-22-49-45.txt,3,這隻毛孔隱形露是某次在 ︽⊙＿⊙︽ 湊滿額的時候被櫃姐勸敗的，老實說本來我不太看好它,活氧極,淡化,日間,ipsa,聖羅蘭,d
2016-08-03-22-49-45.txt,5,這真的是一個全新的體驗，靠自己的腰力，手推著繩結、雙腳一蹬上攀，過程中我狂冒汗，或許跟前一天沒睡好有關，體虛，所以攀到一半我就投降了...反倒是兩位姐姐，一先一後都︽⊙＿⊙︽達陣，他們說靠著自己的力量攀爬上像巨人的大樹，然後坐在樹幹上是件很享受的事，尤其坐在上面輕鬆舒服，視野可以看的更遠，就差沒挑戰站起來，其實只要聽從教練指導，攀樹不是難事,熱血,成功,社口村,龍潭,字頭,b
2016-08-03-23-51-53.txt,1,hanaka花戀肌︽⊙＿⊙︽香香嫩足霜清爽恬淡香  足霜我最不喜歡油質過多的質,紀念堂,脾氣,茶道,乳油木,烏龜,d
2016-08-03-23-51-53.txt,3,他說 然後擦︽⊙＿⊙︽前有刮鬍子  他覺得這款保濕露對刮鬍子後的刺激感有舒緩功,holika,蔻蘿蘭,記本,化妝水,甲油,d
2016-08-03-23-51-53.txt,2,，僅需20分鐘步行距離即可抵達，這條保留原始風貌的獅頭山步道，由五個山頭組合而成，搭乘大眾運輸到新店捷運站，然後步行約5分鐘即可抵達能仁家商的登山口，沿途設施完善的木棧道階梯，穿梭在茂密森林裡頭，松鼠噗通跳來跳去，蟲鳴鳥叫不絕於耳，不一會兒時間就可看見高速公路出現於腳下，彷彿日本高速公路穿梭辦公大樓的奇景，視野豁然開朗的山林景致，不管大人小孩保證都會為之著迷，快來︽⊙＿⊙︽市登山趣吧,新北,煙味,眼力,果農,家人,a
2016-08-03-23-51-53.txt,4,，從波斯菊花海和油菜花田那側走過去，雖然同樣也有點小塞，但一定比︽⊙＿⊙︽路四段好一點,三星,原廠,新埔站,金字招牌,桃園市,a
2016-08-03-23-51-53.txt,5,一直對︽⊙＿⊙︽有一種迷戀，就是質感很好，很花妍，同時還重視環保議題，覺得是一個令人相當有好感，同時優雅的品牌，產品中，我最喜歡的包括未來肌膚粉底，到現在偶爾還是會現在我的化妝台上，因為它就像粉底界的保濕水磁場，肌膚乾的話，確實相當好用，一種很凝膠保濕的粉底；絲柔蜜粉也是個不錯的產品，刷上去不會太掩蓋本身粉底的光澤，也是︽⊙＿⊙︽品牌中cp值蠻高的彩妝，再者就是花妍晶瑩唇彩,新貨,臉部去角質,定價,香緹卡,cosme,d
2016-08-04-00-54-01.txt,3,把原本︽⊙＿⊙︽的住民遷移到月牙灣，這些新移民還是自稱︽⊙＿⊙︽人，將月牙灣改稱︽⊙＿⊙︽,大稻埕,五股,農婦,黑炭,七星潭,e
2016-08-04-00-54-01.txt,1,早上到中午想吃︽⊙＿⊙︽麵的話，最多網友留言推薦的就是小木屋和阿蓮︽⊙＿⊙︽麵，我們去年是吃小木屋︽⊙＿⊙︽麵，小菜選擇不少，價錢也不低。今年改攻阿蓮︽⊙＿⊙︽麵配橋頭紅茶冰綠豆湯,玉里,帆布袋,團兒,水區,普雷,a
2016-08-04-00-54-01.txt,2,一款好用的遮瑕膏真的很重要  ︽⊙＿⊙︽無暇遮瑕雙星遮瑕力高  而且也不會卡粉 超棒的！,大陸人,文具店,beautymaker,馬龍,田尾,c
2016-08-04-00-54-01.txt,4,2015年秋妝是peter philps上任︽⊙＿⊙︽全球彩妝創意總監之後的第一個全系列色彩創,dior,超彈潤青,彈潤,碧兒泉,駕馭,a
2016-08-04-00-54-01.txt,5,一路走到了︽⊙＿⊙︽天后宮這是全高雄最早的天后宮，距今有300多年的歷史，大約是明鄭永曆年間建立，阿智,九芎湖,旗津,臺中市,天色,空中走廊,b
2016-08-04-01-56-08.txt,2,又到了一年一度最期待的時候，就是︽⊙＿⊙︽的年終禮揭曉，過去一年努力下來，不外乎有很大的原因就是為了這年終禮能夠get，然後能夠記錄，總覺得一整年於︽⊙＿⊙︽的追蹤上，也才完美的畫上了個句點，然後緊接著，又是新的一年的開始,米糠,老伯伯,chanel,經銷,芋泥,c
2016-08-04-01-56-08.txt,1,女主人是個老媽媽，她熱心地跟我們介紹裡頭這些手工藝品的涵意以及︽⊙＿⊙︽的風土民,親筆,蘭嶼,醋栗,戰場,台服,b
2016-08-04-01-56-08.txt,3,田簷蜜雨民宿還有提供多家︽⊙＿⊙︽店家優惠，還記得一樓小黑版寫了許多泡湯優惠嗎,稻草人,峰景,新莊,白河,宜蘭,e
2016-08-04-01-56-08.txt,4,面對著床的牆面也沒有過多的裝飾，僅是一扇簡單的老窗，一個讓人放些小東西或留下字跡的掛台，搭配沉穩的綠色牆面~彷彿真的睡在︽⊙＿⊙︽的樹下,楊梅,太陽,綠意盎然,工事,好適廚房,c
2016-08-04-01-56-08.txt,5,而又有面膜的加持 大量的︽⊙＿⊙︽就被強迫性地灌入毛孔中 讓肌膚喝水喝得飽飽的!等等拿下來就有一張亮晶晶的臉,精華液,smashbox,holika,顏料,垂墜度,a
2016-08-04-02-58-17.txt,2,日本榮町商店街和︽⊙＿⊙︽都有等比例的袖珍模型，入戲太深又肚子餓的人，參觀到這裡應該會有聞到小吃香味飄出的幻覺~,冰櫃,全球,士林夜市,咖啡因,臉頰,c
2016-08-04-02-58-17.txt,3,"""當時記得很好用，所以這次老虎狗特地把這一組清潔力很透徹的""""艾瑪絲""""5a高效控油洗髮精，和養髮︽⊙＿⊙︽，以及洋甘菊頭皮清爽噴霧一次分享給大家""",肚皮,精華液,holika,水吧,smashbox,b
2016-08-04-02-58-17.txt,1,台北 ︽⊙＿⊙︽ garrett popcorn - 來自美國的知名排隊爆米花,信義區,油漆,女將,海鷗,理事,a
2016-08-04-02-58-17.txt,5,時網友留言大多是好評，像是服務人員親切、 醉月樓好吃、三溫暖很不錯、景觀早餐超棒的，還有︽⊙＿⊙︽在地人留言推的飯店,計畫,三貂嶺,分局,樹林,台南,e
2016-08-04-02-58-17.txt,4,"""這一款︽⊙＿⊙︽主打的是""""保濕這件大事""""!!! 唯有讓肌膚保有水分 肌膚才能充滿彈性與朝氣!""",lauder,狀態,pupa,唇色,乳液,e
2016-08-04-04-00-25.txt,1,不過隨著日本人的撤退，原來的神社也廢止，考慮到台灣人的民族精神以及歷史背景，現在廟裡供奉著鄭︽⊙＿⊙︽為主神,成功,歡孩,市價,石灰,太陽,a
2016-08-04-04-00-25.txt,2,來到︽⊙＿⊙︽鄉農會很少會空手而歸的，我真的有克制許多，像是這蔥油和青蔥醬在煮麵或是燙青菜時很好用,車水,三星,柔霧,毛孔,金盞花,b
2016-08-04-04-00-25.txt,3,從︽⊙＿⊙︽搭船到東吉嶼航程不到一小時就抵達，我們是包船航行座位比較空一些，旺季時應該就是早點上船位置會比較好,大坑步道,舞鶴,馬公,好樂迪,乳巷,c
2016-08-04-04-00-25.txt,5,這罐我當初聽日本櫃姐介紹時就覺得好神～ 因為他說這罐是多效合一，用了之後有乳液、隔離霜、︽⊙＿⊙︽...多種效果,bb霜,星炫筆,褲褲,media,雙色,a
2016-08-04-04-00-25.txt,4,在︽⊙＿⊙︽街上逛名產店，想買明信片的話，會看到很多明信片上頭的照片是在這裡拍的,遊船,朋友家,荷方,品皇咖啡,小琉球,e
2016-08-04-05-02-34.txt,1,真的是太幸運   晚上還到墾丁大街買紀念品逛逛，吃︽⊙＿⊙︽，之後去體驗一下墾丁夜,小杜包子,棕櫚油,車線,毛豆,褲襪,a
2016-08-04-05-02-34.txt,3,我們在離開︽⊙＿⊙︽前，還特地開車上去參觀一下露營區，或許有機會，下次是來露營的哦 ^,武陵農場,大庭牛肉麵,名勝,吉野,小港機場,a
